timestamp,cpu_percent,cpu_frequency,memory_percent,memory_available_gb,disk_read_mb,disk_write_mb,network_sent_mb,network_recv_mb
2025-07-29 01:30:37.026039,22.05,2400.0,44.3,8.91,4.98,1.23,0.31,0.23
2025-07-29 01:31:37.026039,11.56,2400.0,25.99,11.84,3.98,2.66,0.58,1.17
2025-07-29 01:32:37.026039,24.39,2400.0,34.07,10.55,1.29,2.23,0.09,0.73
2025-07-29 01:33:37.026039,12.52,2400.0,33.04,10.71,0.73,0.1,0.63,2.0
2025-07-29 01:34:37.026039,29.81,2400.0,47.96,8.33,4.78,1.35,0.72,0.37
2025-07-29 01:35:37.026039,6.92,2400.0,32.45,10.81,0.4,0.78,1.46,0.05
2025-07-29 01:36:37.026039,9.67,2400.0,38.95,9.77,0.44,2.99,1.41,1.58
2025-07-29 01:37:37.026039,27.89,2400.0,44.48,8.88,3.65,1.83,0.66,1.68
2025-07-29 01:38:37.026039,13.16,2400.0,22.55,12.39,3.62,2.7,0.9,1.41
2025-07-29 01:39:37.026039,22.11,2400.0,38.69,9.81,4.31,1.47,1.06,0.85
2025-07-29 01:40:37.026039,26.62,2400.0,48.7,8.21,3.38,0.18,1.69,1.53
2025-07-29 01:41:37.026039,5.88,2400.0,49.13,8.14,2.66,2.71,1.48,0.68
2025-07-29 01:42:37.026039,14.59,2400.0,34.65,10.46,0.07,0.21,1.65,0.94
2025-07-29 01:43:37.026039,7.3,2400.0,33.4,10.66,0.39,0.53,0.71,0.04
2025-07-29 01:44:37.026039,18.3,2400.0,48.9,8.18,4.97,2.63,1.4,0.19
2025-07-29 01:45:37.026039,27.46,2400.0,43.91,8.97,0.1,2.22,0.96,0.2
2025-07-29 01:46:37.026039,28.21,2400.0,45.05,8.79,2.43,1.16,1.05,1.77
2025-07-29 01:47:37.026039,7.1,2400.0,36.25,10.2,3.84,0.35,0.88,0.06
2025-07-29 01:48:37.026039,12.04,2400.0,33.42,10.65,3.58,1.08,0.89,0.83
2025-07-29 01:49:37.026039,27.14,2400.0,38.0,9.92,4.36,0.13,0.57,0.52
2025-07-29 01:50:37.026039,28.39,2400.0,34.08,10.55,4.79,2.95,0.18,1.32
2025-07-29 01:51:37.026039,29.84,2400.0,28.73,11.4,0.46,2.77,1.78,1.76
2025-07-29 01:52:37.026039,10.07,2400.0,26.28,11.8,2.94,2.01,0.78,1.78
2025-07-29 01:53:37.026039,21.5,2400.0,21.56,12.55,0.36,1.52,1.88,0.24
2025-07-29 01:54:37.026039,23.58,2400.0,35.7,10.29,4.91,1.85,1.98,1.63
2025-07-29 01:55:37.026039,23.39,2400.0,43.62,9.02,1.97,1.1,1.28,0.24
2025-07-29 01:56:37.026039,9.59,2400.0,32.69,10.77,2.05,1.29,2.0,1.24
2025-07-29 01:57:37.026039,14.85,2400.0,30.34,11.15,3.02,1.07,1.12,0.33
2025-07-29 01:58:37.026039,21.86,2400.0,48.77,8.2,0.77,2.48,0.53,1.15
2025-07-29 01:59:37.026039,6.23,2400.0,49.89,8.02,2.97,0.54,1.67,0.97
2025-07-29 02:00:37.026039,12.69,2400.0,44.79,8.83,2.8,3.0,0.95,0.83
2025-07-29 02:01:37.026039,28.69,2400.0,48.52,8.24,1.59,1.91,1.25,0.54
2025-07-29 02:02:37.026039,21.63,2400.0,31.98,10.88,1.11,1.6,1.01,0.97
2025-07-29 02:03:37.026039,27.35,2400.0,46.99,8.48,4.5,2.98,0.98,1.57
2025-07-29 02:04:37.026039,16.91,2400.0,40.66,9.49,0.3,3.0,1.34,0.52
2025-07-29 02:05:37.026039,70.61,2400.0,72.11,4.46,186.93,74.91,257.62,33.41
2025-07-29 02:06:37.026039,10.28,2400.0,46.29,8.59,4.79,0.92,0.64,0.4
2025-07-29 02:07:37.026039,8.29,2400.0,46.43,8.57,4.6,1.35,0.32,0.68
2025-07-29 02:08:37.026039,19.8,2400.0,48.9,8.18,1.65,0.71,1.62,0.13
2025-07-29 02:09:37.026039,5.39,2400.0,39.6,9.66,0.62,2.43,1.6,0.82
2025-07-29 02:10:37.026039,93.04,2400.0,81.65,2.94,78.64,24.18,132.48,39.88
2025-07-29 02:11:37.026039,8.6,2400.0,20.89,12.66,1.75,2.25,1.06,1.02
2025-07-29 02:12:37.026039,23.12,2400.0,48.59,8.23,4.94,1.98,1.09,1.96
2025-07-29 02:13:37.026039,27.05,2400.0,45.18,8.77,4.96,0.04,0.85,1.04
2025-07-29 02:14:37.026039,73.3,2400.0,73.89,4.18,76.94,72.24,134.96,26.99
2025-07-29 02:15:37.026039,27.56,2400.0,25.36,11.94,2.25,0.72,0.31,0.06
2025-07-29 02:16:37.026039,5.54,2400.0,33.44,10.65,2.79,0.96,1.37,1.93
2025-07-29 02:17:37.026039,28.12,2400.0,49.53,8.08,4.84,2.18,1.41,1.11
2025-07-29 02:18:37.026039,6.11,2400.0,41.95,9.29,3.09,1.65,0.23,0.82
2025-07-29 02:19:37.026039,26.41,2400.0,25.3,11.95,2.94,2.15,0.95,0.96
2025-07-29 02:20:37.026039,13.61,2400.0,23.31,12.27,0.96,2.86,0.38,0.25
2025-07-29 02:21:37.026039,16.76,2400.0,34.0,10.56,2.77,2.86,1.82,0.93
2025-07-29 02:22:37.026039,16.4,2400.0,36.29,10.19,5.0,2.4,1.6,0.43
2025-07-29 02:23:37.026039,87.86,2400.0,84.97,2.4,51.19,61.77,223.59,38.82
2025-07-29 02:24:37.026039,26.45,2400.0,41.06,9.43,3.42,2.37,1.4,0.59
2025-07-29 02:25:37.026039,19.28,2400.0,22.43,12.41,4.03,0.11,0.85,0.06
2025-07-29 02:26:37.026039,11.65,2400.0,38.67,9.81,3.36,1.62,1.99,1.69
2025-07-29 02:27:37.026039,14.25,2400.0,29.2,11.33,3.46,2.7,1.87,0.43
2025-07-29 02:28:37.026039,28.43,2400.0,43.8,8.99,0.28,0.69,1.88,0.43
2025-07-29 02:29:37.026039,6.98,2400.0,46.22,8.6,0.02,1.74,0.26,1.53
2025-07-29 02:30:37.026039,10.47,2400.0,20.42,12.73,0.57,1.13,0.87,1.44
2025-07-29 02:31:37.026039,12.35,2400.0,24.53,12.08,4.57,2.17,0.81,0.03
2025-07-29 02:32:37.026039,27.11,2400.0,25.75,11.88,4.09,2.08,0.44,0.26
2025-07-29 02:33:37.026039,22.34,2400.0,48.43,8.25,2.08,1.65,0.9,0.04
2025-07-29 02:34:37.026039,15.57,2400.0,27.43,11.61,3.89,0.83,1.2,1.73
2025-07-29 02:35:37.026039,5.1,2400.0,39.74,9.64,1.17,2.78,0.18,0.66
2025-07-29 02:36:37.026039,11.68,2400.0,41.15,9.42,3.63,0.54,1.27,1.95
2025-07-29 02:37:37.026039,24.62,2400.0,34.0,10.56,1.24,0.83,0.53,1.34
2025-07-29 02:38:37.026039,15.46,2400.0,29.99,11.2,1.48,0.12,0.9,0.41
2025-07-29 02:39:37.026039,7.98,2400.0,47.66,8.37,4.97,0.41,0.17,0.52
2025-07-29 02:40:37.026039,9.77,2400.0,45.66,8.69,4.54,0.91,0.23,0.22
2025-07-29 02:41:37.026039,9.21,2400.0,24.18,12.13,3.64,1.74,1.44,1.2
2025-07-29 02:42:37.026039,8.2,2400.0,47.81,8.35,4.85,2.58,0.64,0.14
2025-07-29 02:43:37.026039,20.25,2400.0,43.37,9.06,0.73,0.33,0.12,0.28
2025-07-29 02:44:37.026039,5.26,2400.0,30.8,11.07,4.5,0.62,1.99,0.71
2025-07-29 02:45:37.026039,14.98,2400.0,33.67,10.61,0.31,0.76,0.72,0.99
2025-07-29 02:46:37.026039,14.37,2400.0,38.2,9.89,3.36,0.5,1.78,0.56
2025-07-29 02:47:37.026039,5.4,2400.0,31.66,10.93,3.64,0.26,1.56,0.12
2025-07-29 02:48:37.026039,19.49,2400.0,28.84,11.39,4.21,1.84,1.64,0.89
2025-07-29 02:49:37.026039,6.8,2400.0,37.1,10.06,0.54,2.38,1.99,1.34
2025-07-29 02:50:37.026039,6.1,2400.0,33.64,10.62,0.04,2.34,0.29,1.53
2025-07-29 02:51:37.026039,20.67,2400.0,40.1,9.58,2.1,0.08,0.12,1.96
2025-07-29 02:52:37.026039,13.14,2400.0,36.76,10.12,1.1,2.11,0.7,0.43
2025-07-29 02:53:37.026039,5.54,2400.0,24.84,12.03,0.85,1.21,1.45,0.91
2025-07-29 02:54:37.026039,24.78,2400.0,31.77,10.92,2.59,2.16,0.27,0.75
2025-07-29 02:55:37.026039,10.66,2400.0,23.13,12.3,2.83,2.95,1.37,1.36
2025-07-29 02:56:37.026039,5.5,2400.0,33.2,10.69,1.73,0.95,1.02,1.01
2025-07-29 02:57:37.026039,18.19,2400.0,34.73,10.44,0.23,1.76,1.85,0.95
2025-07-29 02:58:37.026039,16.68,2400.0,30.24,11.16,2.11,2.86,1.24,1.09
2025-07-29 02:59:37.026039,16.58,2400.0,20.64,12.7,2.77,1.31,0.44,1.91
2025-07-29 03:00:37.026039,10.84,2400.0,46.66,8.53,1.69,1.65,0.62,0.18
2025-07-29 03:01:37.026039,10.17,2400.0,41.09,9.43,4.18,1.05,1.88,1.44
2025-07-29 03:02:37.026039,14.19,2400.0,31.5,10.96,1.38,2.64,1.65,1.55
2025-07-29 03:03:37.026039,27.86,2400.0,47.81,8.35,0.91,2.25,0.5,1.04
2025-07-29 03:04:37.026039,5.42,2400.0,31.5,10.96,2.72,0.77,1.84,1.56
2025-07-29 03:05:37.026039,18.58,2400.0,47.93,8.33,3.81,1.5,0.62,0.89
2025-07-29 03:06:37.026039,14.97,2400.0,31.34,10.99,0.51,1.47,0.95,0.67
2025-07-29 03:07:37.026039,14.58,2400.0,40.65,9.5,3.72,1.4,0.39,1.29
2025-07-29 03:08:37.026039,16.68,2400.0,39.07,9.75,3.01,1.27,0.38,1.23
2025-07-29 03:09:37.026039,27.15,2400.0,35.81,10.27,4.1,0.63,1.77,0.96
2025-07-29 03:10:37.026039,7.63,2400.0,42.3,9.23,4.79,2.09,1.87,1.83
2025-07-29 03:11:37.026039,27.3,2400.0,29.47,11.28,0.93,1.38,0.07,0.49
2025-07-29 03:12:37.026039,12.11,2400.0,45.14,8.78,0.98,0.67,0.37,0.05
2025-07-29 03:13:37.026039,21.42,2400.0,40.84,9.47,1.78,2.89,1.45,1.59
2025-07-29 03:14:37.026039,20.78,2400.0,40.59,9.51,4.87,1.25,0.06,0.56
2025-07-29 03:15:37.026039,70.19,2400.0,73.47,4.24,163.47,83.9,284.42,13.27
2025-07-29 03:16:37.026039,16.47,2400.0,23.02,12.32,3.54,1.19,1.16,0.42
2025-07-29 03:17:37.026039,8.9,2400.0,26.73,11.72,3.76,1.41,1.6,1.43
2025-07-29 03:18:37.026039,19.72,2400.0,33.48,10.64,2.26,2.49,0.29,1.15
2025-07-29 03:19:37.026039,17.31,2400.0,46.57,8.55,4.21,1.09,0.61,1.81
2025-07-29 03:20:37.026039,18.08,2400.0,35.2,10.37,2.98,0.34,0.55,1.63
2025-07-29 03:21:37.026039,20.48,2400.0,22.04,12.47,2.07,1.6,1.17,0.49
2025-07-29 03:22:37.026039,27.43,2400.0,20.66,12.69,4.8,2.72,0.31,1.36
2025-07-29 03:23:37.026039,24.66,2400.0,41.5,9.36,3.47,0.48,0.72,0.07
2025-07-29 03:24:37.026039,16.59,2400.0,49.2,8.13,1.12,0.73,0.29,0.35
2025-07-29 03:25:37.026039,7.48,2400.0,26.79,11.71,1.23,0.46,1.72,0.72
2025-07-29 03:26:37.026039,17.95,2400.0,20.2,12.77,3.78,2.19,0.72,1.33
2025-07-29 03:27:37.026039,8.98,2400.0,24.73,12.04,4.08,0.08,0.5,1.6
2025-07-29 03:28:37.026039,29.2,2400.0,22.98,12.32,4.32,0.57,1.87,0.83
2025-07-29 03:29:37.026039,15.15,2400.0,28.05,11.51,4.31,1.2,0.41,0.47
2025-07-29 03:30:37.026039,8.97,2400.0,47.0,8.48,4.74,0.86,1.63,0.76
2025-07-29 03:31:37.026039,9.2,2400.0,33.93,10.57,3.69,1.4,1.4,1.26
2025-07-29 03:32:37.026039,89.36,2400.0,78.15,3.5,185.61,75.22,176.88,27.53
2025-07-29 03:33:37.026039,83.98,2400.0,80.46,3.13,77.28,96.72,243.15,29.83
2025-07-29 03:34:37.026039,26.1,2400.0,22.92,12.33,2.02,1.39,0.38,1.89
2025-07-29 03:35:37.026039,17.05,2400.0,32.04,10.87,2.07,2.13,1.22,1.68
2025-07-29 03:36:37.026039,86.42,2400.0,85.07,2.39,81.25,37.98,261.14,26.26
2025-07-29 03:37:37.026039,26.61,2400.0,39.34,9.71,4.7,1.68,1.81,1.24
2025-07-29 03:38:37.026039,18.38,2400.0,49.78,8.04,2.95,1.05,0.94,0.05
2025-07-29 03:39:37.026039,12.11,2400.0,37.75,9.96,2.82,2.77,0.09,1.41
2025-07-29 03:40:37.026039,26.02,2400.0,35.09,10.39,1.79,0.43,1.79,0.34
2025-07-29 03:41:37.026039,7.8,2400.0,41.29,9.39,4.88,1.98,0.79,0.31
2025-07-29 03:42:37.026039,25.7,2400.0,20.07,12.79,1.79,2.35,0.1,0.36
2025-07-29 03:43:37.026039,19.34,2400.0,38.21,9.89,4.22,1.83,1.33,1.17
2025-07-29 03:44:37.026039,26.93,2400.0,42.74,9.16,1.13,1.96,1.48,0.56
2025-07-29 03:45:37.026039,14.34,2400.0,40.39,9.54,0.03,0.71,1.0,1.16
2025-07-29 03:46:37.026039,29.41,2400.0,41.08,9.43,0.56,1.64,0.1,0.6
2025-07-29 03:47:37.026039,79.43,2400.0,79.67,3.25,73.39,37.76,121.87,20.66
2025-07-29 03:48:37.026039,28.11,2400.0,41.43,9.37,2.79,1.87,0.25,1.47
2025-07-29 03:49:37.026039,10.42,2400.0,24.87,12.02,2.62,2.85,1.51,1.37
2025-07-29 03:50:37.026039,5.36,2400.0,44.18,8.93,2.88,1.24,1.45,0.58
2025-07-29 03:51:37.026039,7.8,2400.0,46.03,8.64,4.49,0.14,1.42,1.49
2025-07-29 03:52:37.026039,7.18,2400.0,43.21,9.09,0.47,1.73,0.05,1.7
2025-07-29 03:53:37.026039,15.3,2400.0,28.74,11.4,4.37,0.42,1.01,1.25
2025-07-29 03:54:37.026039,8.48,2400.0,21.81,12.51,0.17,1.36,1.9,0.09
2025-07-29 03:55:37.026039,24.81,2400.0,42.27,9.24,3.01,1.52,0.96,0.74
2025-07-29 03:56:37.026039,16.64,2400.0,44.74,8.84,3.41,2.58,1.02,1.26
2025-07-29 03:57:37.026039,24.04,2400.0,48.03,8.32,4.3,2.91,0.06,1.5
2025-07-29 03:58:37.026039,16.69,2400.0,29.64,11.26,3.81,0.27,0.45,1.04
2025-07-29 03:59:37.026039,8.47,2400.0,33.27,10.68,2.64,1.63,0.19,0.84
2025-07-29 04:00:37.026039,20.11,2400.0,20.38,12.74,2.73,1.43,1.06,0.55
2025-07-29 04:01:37.026039,90.83,2400.0,75.84,3.87,151.19,90.15,265.62,38.48
2025-07-29 04:02:37.026039,24.97,2400.0,24.55,12.07,4.16,1.3,1.03,1.48
2025-07-29 04:03:37.026039,5.52,2400.0,45.74,8.68,4.3,2.24,0.41,1.99
2025-07-29 04:04:37.026039,24.04,2400.0,39.15,9.74,1.2,2.41,1.68,0.71
2025-07-29 04:05:37.026039,28.88,2400.0,47.72,8.36,2.47,2.28,0.52,1.8
2025-07-29 04:06:37.026039,18.64,2400.0,43.89,8.98,1.98,0.39,0.7,1.08
2025-07-29 04:07:37.026039,14.52,2400.0,45.81,8.67,3.45,1.86,1.66,0.38
2025-07-29 04:08:37.026039,16.24,2400.0,45.9,8.66,1.13,2.28,1.95,1.83
2025-07-29 04:09:37.026039,21.92,2400.0,27.54,11.59,1.89,1.25,1.39,0.08
2025-07-29 04:10:37.026039,25.66,2400.0,31.09,11.03,0.72,2.65,1.69,0.35
2025-07-29 04:11:37.026039,10.0,2400.0,36.6,10.14,1.74,2.28,1.12,0.49
2025-07-29 04:12:37.026039,6.78,2400.0,39.88,9.62,0.54,1.63,0.81,1.08
2025-07-29 04:13:37.026039,16.47,2400.0,42.45,9.21,2.84,1.97,1.61,0.41
2025-07-29 04:14:37.026039,22.91,2400.0,49.35,8.1,0.98,1.69,1.04,0.19
2025-07-29 04:15:37.026039,8.92,2400.0,24.6,12.06,1.2,2.17,0.23,1.89
2025-07-29 04:16:37.026039,17.88,2400.0,48.65,8.22,3.07,2.03,0.66,1.8
2025-07-29 04:17:37.026039,12.06,2400.0,49.04,8.15,1.04,0.31,0.1,1.74
2025-07-29 04:18:37.026039,85.27,2400.0,73.81,4.19,120.36,20.32,72.64,46.34
2025-07-29 04:19:37.026039,21.77,2400.0,39.6,9.66,0.45,0.2,0.84,0.18
2025-07-29 04:20:37.026039,5.4,2400.0,21.26,12.6,4.76,2.91,1.54,0.96
2025-07-29 04:21:37.026039,7.85,2400.0,26.01,11.84,1.05,0.2,1.63,0.54
2025-07-29 04:22:37.026039,15.52,2400.0,48.14,8.3,1.41,2.14,1.74,0.07
2025-07-29 04:23:37.026039,18.14,2400.0,42.5,9.2,4.21,1.81,1.92,0.22
2025-07-29 04:24:37.026039,19.74,2400.0,42.58,9.19,2.69,0.83,0.47,0.28
2025-07-29 04:25:37.026039,19.56,2400.0,31.94,10.89,1.15,0.43,0.7,0.55
2025-07-29 04:26:37.026039,11.97,2400.0,46.09,8.63,4.36,1.01,0.26,0.54
2025-07-29 04:27:37.026039,10.82,2400.0,26.88,11.7,2.2,1.11,0.43,1.57
2025-07-29 04:28:37.026039,19.91,2400.0,28.89,11.38,4.03,2.71,0.35,0.95
2025-07-29 04:29:37.026039,22.84,2400.0,45.5,8.72,1.58,0.29,2.0,1.15
2025-07-29 04:30:37.026039,15.33,2400.0,25.46,11.93,2.27,1.09,0.02,0.45
2025-07-29 04:31:37.026039,11.61,2400.0,46.07,8.63,2.99,2.7,0.31,0.67
2025-07-29 04:32:37.026039,26.02,2400.0,47.74,8.36,1.48,1.54,1.41,1.89
2025-07-29 04:33:37.026039,6.26,2400.0,38.9,9.78,3.34,0.29,0.99,0.05
2025-07-29 04:34:37.026039,5.97,2400.0,40.62,9.5,1.43,1.03,1.84,1.89
2025-07-29 04:35:37.026039,25.18,2400.0,39.97,9.6,1.1,2.44,1.62,1.2
2025-07-29 04:36:37.026039,15.32,2400.0,27.14,11.66,4.05,0.32,0.54,0.51
2025-07-29 04:37:37.026039,12.14,2400.0,38.09,9.91,4.64,0.4,0.77,0.45
2025-07-29 04:38:37.026039,8.98,2400.0,29.7,11.25,3.84,2.01,1.31,0.79
2025-07-29 04:39:37.026039,6.7,2400.0,47.61,8.38,4.46,1.14,0.4,0.56
2025-07-29 04:40:37.026039,16.37,2400.0,23.63,12.22,2.85,0.5,1.6,1.46
2025-07-29 04:41:37.026039,19.66,2400.0,36.42,10.17,3.0,0.95,0.97,1.78
2025-07-29 04:42:37.026039,20.65,2400.0,22.49,12.4,4.95,1.25,1.15,0.84
2025-07-29 04:43:37.026039,18.94,2400.0,40.43,9.53,3.21,2.06,1.31,1.72
2025-07-29 04:44:37.026039,17.59,2400.0,28.14,11.5,1.27,2.03,0.51,0.42
2025-07-29 04:45:37.026039,5.09,2400.0,44.39,8.9,1.86,0.76,0.03,1.97
2025-07-29 04:46:37.026039,12.61,2400.0,34.27,10.52,1.61,2.16,0.77,1.83
2025-07-29 04:47:37.026039,28.91,2400.0,35.68,10.29,4.86,1.4,0.84,1.77
2025-07-29 04:48:37.026039,18.24,2400.0,36.53,10.16,1.87,0.98,1.81,1.9
2025-07-29 04:49:37.026039,86.61,2400.0,88.17,1.89,147.92,71.73,136.9,36.58
2025-07-29 04:50:37.026039,18.03,2400.0,31.43,10.97,1.3,2.83,1.72,0.88
2025-07-29 04:51:37.026039,86.33,2400.0,80.11,3.18,127.82,61.59,268.75,14.36
2025-07-29 04:52:37.026039,79.4,2400.0,89.35,1.7,82.51,63.44,252.38,27.65
2025-07-29 04:53:37.026039,18.16,2400.0,29.11,11.34,1.21,0.67,1.1,1.38
2025-07-29 04:54:37.026039,16.57,2400.0,26.93,11.69,2.17,1.53,0.03,1.07
2025-07-29 04:55:37.026039,9.31,2400.0,28.22,11.48,1.99,2.43,1.62,0.39
2025-07-29 04:56:37.026039,12.77,2400.0,41.52,9.36,2.99,2.7,0.79,1.31
2025-07-29 04:57:37.026039,22.32,2400.0,33.3,10.67,1.06,0.23,1.1,1.16
2025-07-29 04:58:37.026039,19.05,2400.0,45.98,8.64,2.99,1.83,0.21,0.69
2025-07-29 04:59:37.026039,23.78,2400.0,25.34,11.95,3.21,0.64,0.63,0.9
2025-07-29 05:00:37.026039,23.97,2400.0,26.38,11.78,2.13,1.69,1.43,0.57
2025-07-29 05:01:37.026039,19.31,2400.0,23.88,12.18,0.35,2.88,1.68,1.81
2025-07-29 05:02:37.026039,25.09,2400.0,30.92,11.05,3.53,1.02,0.77,1.45
2025-07-29 05:03:37.026039,27.07,2400.0,31.1,11.02,4.67,0.74,0.52,0.25
2025-07-29 05:04:37.026039,11.76,2400.0,31.24,11.0,0.43,0.31,0.89,1.97
2025-07-29 05:05:37.026039,11.45,2400.0,49.67,8.05,4.01,0.43,0.52,1.02
2025-07-29 05:06:37.026039,22.12,2400.0,41.47,9.36,2.04,2.04,1.73,0.57
2025-07-29 05:07:37.026039,28.38,2400.0,44.47,8.88,1.17,0.36,0.11,1.82
2025-07-29 05:08:37.026039,22.75,2400.0,43.23,9.08,4.44,2.82,1.49,1.82
2025-07-29 05:09:37.026039,17.66,2400.0,49.31,8.11,4.72,1.93,0.23,0.98
2025-07-29 05:10:37.026039,22.29,2400.0,34.77,10.44,2.69,2.13,1.5,0.61
2025-07-29 05:11:37.026039,20.53,2400.0,35.75,10.28,3.73,1.38,1.14,1.06
2025-07-29 05:12:37.026039,15.04,2400.0,20.7,12.69,2.85,1.08,1.92,1.11
2025-07-29 05:13:37.026039,73.16,2400.0,70.14,4.78,189.82,52.44,110.54,48.35
2025-07-29 05:14:37.026039,18.33,2400.0,46.23,8.6,4.55,1.85,0.21,1.97
2025-07-29 05:15:37.026039,10.19,2400.0,24.7,12.05,4.55,2.01,1.44,0.66
2025-07-29 05:16:37.026039,10.23,2400.0,35.7,10.29,0.61,0.67,1.38,1.03
2025-07-29 05:17:37.026039,27.85,2400.0,26.37,11.78,2.32,1.67,1.79,1.76
2025-07-29 05:18:37.026039,11.59,2400.0,24.58,12.07,4.46,0.41,0.47,1.25
2025-07-29 05:19:37.026039,6.44,2400.0,30.59,11.11,1.21,0.59,1.8,1.98
2025-07-29 05:20:37.026039,29.68,2400.0,30.86,11.06,0.12,0.99,1.47,0.09
2025-07-29 05:21:37.026039,12.52,2400.0,40.02,9.6,3.8,1.45,1.12,0.49
2025-07-29 05:22:37.026039,19.7,2400.0,36.49,10.16,4.83,0.21,0.17,0.95
2025-07-29 05:23:37.026039,27.18,2400.0,40.1,9.58,2.95,2.38,0.41,0.59
2025-07-29 05:24:37.026039,10.52,2400.0,27.97,11.52,1.43,2.3,1.45,0.17
2025-07-29 05:25:37.026039,20.86,2400.0,25.09,11.99,4.12,2.66,1.71,0.89
2025-07-29 05:26:37.026039,22.59,2400.0,43.67,9.01,2.73,1.19,0.98,0.87
2025-07-29 05:27:37.026039,14.91,2400.0,45.78,8.68,1.48,0.42,1.27,0.6
2025-07-29 05:28:37.026039,29.12,2400.0,25.43,11.93,2.75,2.53,1.63,1.51
2025-07-29 05:29:37.026039,27.36,2400.0,37.01,10.08,2.94,1.16,0.65,0.14
2025-07-29 05:30:37.026039,15.23,2400.0,47.97,8.32,1.27,1.68,1.54,1.71
2025-07-29 05:31:37.026039,13.06,2400.0,26.21,11.81,1.34,2.35,1.25,0.8
2025-07-29 05:32:37.026039,14.74,2400.0,32.58,10.79,3.1,1.26,1.83,0.01
2025-07-29 05:33:37.026039,21.77,2400.0,28.48,11.44,1.06,1.99,1.77,0.18
2025-07-29 05:34:37.026039,6.15,2400.0,27.92,11.53,2.23,2.62,1.41,0.18
2025-07-29 05:35:37.026039,14.75,2400.0,33.95,10.57,0.98,1.08,1.76,0.49
2025-07-29 05:36:37.026039,17.72,2400.0,32.33,10.83,3.72,1.88,0.47,1.12
2025-07-29 05:37:37.026039,28.72,2400.0,37.46,10.01,3.67,0.24,1.6,0.28
2025-07-29 05:38:37.026039,17.75,2400.0,23.15,12.3,1.29,1.74,1.32,0.14
2025-07-29 05:39:37.026039,29.76,2400.0,49.7,8.05,2.08,0.25,1.71,0.13
2025-07-29 05:40:37.026039,8.96,2400.0,43.1,9.1,2.45,0.57,0.11,0.23
2025-07-29 05:41:37.026039,16.66,2400.0,45.73,8.68,1.97,2.72,1.55,0.94
2025-07-29 05:42:37.026039,27.16,2400.0,40.34,9.55,1.19,0.09,0.97,0.36
2025-07-29 05:43:37.026039,19.89,2400.0,34.62,10.46,0.88,2.92,0.51,1.82
2025-07-29 05:44:37.026039,9.19,2400.0,41.06,9.43,3.94,0.75,1.53,0.61
2025-07-29 05:45:37.026039,26.07,2400.0,24.65,12.06,4.25,2.0,0.33,0.16
2025-07-29 05:46:37.026039,8.25,2400.0,47.3,8.43,0.35,0.46,1.49,0.63
2025-07-29 05:47:37.026039,12.89,2400.0,32.92,10.73,1.81,0.15,0.08,0.48
2025-07-29 05:48:37.026039,22.98,2400.0,37.29,10.03,2.05,0.78,1.84,1.73
2025-07-29 05:49:37.026039,12.87,2400.0,43.37,9.06,3.93,0.06,1.35,1.07
2025-07-29 05:50:37.026039,24.12,2400.0,33.14,10.7,0.64,0.14,0.06,0.48
2025-07-29 05:51:37.026039,11.0,2400.0,39.77,9.64,4.57,2.65,0.15,0.94
2025-07-29 05:52:37.026039,28.1,2400.0,44.44,8.89,2.76,0.9,0.37,0.08
2025-07-29 05:53:37.026039,14.14,2400.0,43.72,9.0,2.25,1.08,0.97,0.02
2025-07-29 05:54:37.026039,26.24,2400.0,30.78,11.08,4.36,0.92,1.49,0.26
2025-07-29 05:55:37.026039,19.46,2400.0,48.53,8.24,1.18,2.68,1.82,1.3
2025-07-29 05:56:37.026039,11.29,2400.0,25.56,11.91,2.83,0.63,0.43,0.29
2025-07-29 05:57:37.026039,22.8,2400.0,37.62,9.98,2.96,0.39,0.97,0.95
2025-07-29 05:58:37.026039,8.27,2400.0,35.41,10.33,3.84,0.33,1.15,0.81
2025-07-29 05:59:37.026039,26.7,2400.0,46.8,8.51,4.38,1.19,0.13,1.49
2025-07-29 06:00:37.026039,21.88,2400.0,46.23,8.6,3.66,0.96,0.25,0.91
2025-07-29 06:01:37.026039,26.85,2400.0,46.27,8.6,1.21,1.88,1.03,0.65
2025-07-29 06:02:37.026039,8.94,2400.0,32.84,10.75,0.06,2.06,1.75,1.17
2025-07-29 06:03:37.026039,6.65,2400.0,41.79,9.31,3.95,0.82,0.39,1.46
2025-07-29 06:04:37.026039,15.9,2400.0,25.23,11.96,1.02,2.27,0.04,1.96
2025-07-29 06:05:37.026039,21.29,2400.0,29.24,11.32,0.3,2.19,1.97,1.06
2025-07-29 06:06:37.026039,11.78,2400.0,33.79,10.59,1.37,0.67,1.03,1.5
2025-07-29 06:07:37.026039,21.81,2400.0,26.99,11.68,0.41,2.03,1.11,0.67
2025-07-29 06:08:37.026039,29.29,2400.0,23.74,12.2,2.67,2.03,1.07,1.19
2025-07-29 06:09:37.026039,12.94,2400.0,36.0,10.24,4.14,0.42,0.76,1.93
2025-07-29 06:10:37.026039,21.2,2400.0,49.32,8.11,3.1,0.61,1.94,0.41
2025-07-29 06:11:37.026039,12.69,2400.0,32.62,10.78,3.33,2.74,0.97,1.37
2025-07-29 06:12:37.026039,71.24,2400.0,80.11,3.18,110.89,82.56,244.57,43.39
2025-07-29 06:13:37.026039,14.71,2400.0,39.59,9.67,1.07,1.59,1.61,0.5
