Assigned Group,Number,Created Date,Close Date,Case Type,Priority,Summary,Type,Month
REFINITIV_Hosting_ServiceDesk,INC000005225958,14/02/2025 04:19,17/02/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:tresnj2c1slssd03b cmaeventd[4398]: Physical drive failed: Port 1I,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005225972,14/02/2025 06:17,19/02/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 02/14/25 12:09:14 - 7,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005225992,14/02/2025 07:01,19/02/2025 20:00,User Service Restoration,2 - High,NJ2 TRKD - tresnj2c1slssd03b unreachable // [#INC-542999],Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005226225,14/02/2025 07:27,14/02/2025 07:29,User Service Restoration,4 - Low,Monitoring Alert: ServerRebooted = 24,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005226826,15/02/2025 11:56,15/02/2025 12:00,User Service Restoration,3 - Medium,Monitoring Alert: prc_java = 2 | NOTIFY,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005226861,15/02/2025 17:32,22/02/2025 20:00,Infrastructure Event,3 - Medium,"Lumen MSS Initial Notification Alert - INC18594460 - P3 Medium - Multiple Unique
Clues for the Sam",Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005226860,15/02/2025 17:32,23/02/2025 20:00,Infrastructure Event,3 - Medium,"Lumen MSS Initial Notification Alert - INC18594467 - P3 Medium - Multiple Unique
Clues for the Sam",Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005226895,15/02/2025 22:39,20/02/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: emslo1sldp04b07 cmaeventd[5219]: Physical drive failed: Port 1I Box 1 Bay 1 of E,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005226706,16/02/2025 02:28,19/02/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 02/14/25 12:09:14 - 2657,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005226721,16/02/2025 04:04,20/02/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: MemoryCommitLimitPct = 98,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005226980,16/02/2025 11:47,22/02/2025 20:00,User Service Restoration,4 - Low,/INC000005225600/Hard drives need to refill back to spare server TRHNJ2REFRESHSPARE,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005227788,17/02/2025 15:16,22/02/2025 15:08,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:System Fans Not Redundant (Location System) has been repaired,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005227608,17/02/2025 19:25,21/02/2025 20:00,User Service Restoration,3 - Medium,RRCP_REBOOT alert on emsty6slssd004a in TY6 // [#INC-543568],Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005227825,17/02/2025 21:32,24/02/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: MemoryCommitLimitPct = 98,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005228171,18/02/2025 02:06,22/02/2025 20:00,Infrastructure Event,3 - Medium,"RE: INC000005226861 // Lumen MSS Initial Notification Alert - INC18594460 - P3
Medium - Multiple Un",Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005228173,18/02/2025 02:08,21/02/2025 20:00,Infrastructure Event,3 - Medium,"RE: INC000005226860 // Lumen MSS Initial Notification Alert - INC18594467 - P3
Medium - Multiple Un",Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005228579,18/02/2025 09:22,18/02/2025 09:25,User Service Restoration,3 - Medium,Monitoring Alert: DU_inodes:/var = 90,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005228347,18/02/2025 14:37,18/02/2025 14:39,User Service Restoration,4 - Low,Monitoring Alert: ServerRebooted = 25,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005228627,18/02/2025 17:26,21/02/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:System Fans Not Redundant (Location System),Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005228372,18/02/2025 17:36,25/02/2025 20:00,User Service Restoration,2 - High,Monitoring Alert:HARDWAREEvent:SystemFansNotRedundant(LocationSystem)hasbeenrepaired,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005228670,18/02/2025 21:38,22/02/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:System Fans Not Redundant (Location System),Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005229143,19/02/2025 11:07,25/02/2025 00:43,User Service Restoration,2 - High,"Monitoring Alert: High disk usage, volume D is at 3% free | NOTIFY",Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005229186,19/02/2025 14:21,22/02/2025 20:00,Infrastructure Event,3 - Medium,"RE: INC000005226861 // Lumen MSS Initial Notification Alert - INC18594460 - P3
Medium - Multiple Un",Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005229475,19/02/2025 17:51,22/02/2025 05:33,User Service Restoration,2 - High,NJ2 - esnj2c2slsp06a02 - read-only error in /data file system // [#INC-543935],Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005229357,20/02/2025 08:08,23/02/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:Solarflare Adapter 216:00.0 Connectivity status changed to Link Fai,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005229358,20/02/2025 08:08,21/02/2025 18:33,User Service Restoration,2 - High,Monitoring Alert: esny4c3slsp02b02 kernel: sfc 0000:d8:00.1 etn3: link down,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005229378,20/02/2025 11:24,23/02/2025 20:00,Infrastructure Event,3 - Medium,"RE: INC000005226860 // Lumen MSS Initial Notification Alert - INC18594467 - P3
Medium - Multiple Un",Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005229607,20/02/2025 12:39,25/02/2025 20:00,User Service Restoration,3 - Medium,LO1: eslo1p1sldpp04b26 - etn4 Bonding alert // [#INC-544108],Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005229639,20/02/2025 15:19,23/02/2025 20:00,User Service Restoration,3 - Medium,RTMDS - High /var usage on esny4c3slsp06b02 // [#INC-544119],Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005230394,21/02/2025 10:05,24/02/2025 20:00,User Service Restoration,3 - Medium,RTMDS - High /var usage on esny4c3slsp06b02 // [#INC-544287],Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005230711,21/02/2025 14:36,21/02/2025 14:40,User Service Restoration,4 - Low,Monitoring Alert: ServerRebooted = 22,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005230237,21/02/2025 19:58,25/02/2025 20:00,User Service Restoration,3 - Medium,Re: LO1 - DB STG - eslo1p1sldpp04b26 Bonding alert // [#INC-544336],Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005230492,21/02/2025 23:15,25/02/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: esnj2c2slsp06b02 cmaeventd[5190]: Physical drive failed: Port 1I Box 1 Bay 2 of Em,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005230296,22/02/2025 02:06,26/02/2025 20:00,User Service Restoration,4 - Low,hEDD flap in NJ2 affecting few clients,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005230846,22/02/2025 11:57,22/02/2025 11:59,User Service Restoration,3 - Medium,Monitoring Alert: prc_java = 2 | NOTIFY,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005230855,22/02/2025 12:56,22/02/2025 12:59,User Service Restoration,3 - Medium,Monitoring Alert: prc_java = 2 | NOTIFY,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005230992,22/02/2025 14:37,22/02/2025 14:40,User Service Restoration,4 - Low,Monitoring Alert: ServerRebooted = 23,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005231004,22/02/2025 17:42,26/02/2025 20:00,Infrastructure Event,3 - Medium,"Lumen MSS Initial Notification Alert - INC18683491 - P3 Medium - Multiple Unique
Clues for the Sam",Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005231299,23/02/2025 08:14,23/02/2025 08:23,User Service Restoration,3 - Medium,"Monitoring Alert: HPE Agentless Management Service: Description of IML Event ID 21, Class Code 19, E",Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005231651,23/02/2025 21:14,25/02/2025 00:34,User Service Restoration,2 - High,Monitoring Alert: MemoryCommitLimitPct = 99,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005231850,24/02/2025 00:34,25/02/2025 01:05,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 02/23/25 15:14:26 - 918,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005231467,24/02/2025 14:36,24/02/2025 14:39,User Service Restoration,4 - Low,Monitoring Alert: ServerRebooted = 24,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005232443,25/02/2025 02:03,28/02/2025 20:00,User Service Restoration,4 - Low,Monitoring Alert: Heartbeat missing since 02/25/25 07:55:13 - 7,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005232476,25/02/2025 07:00,25/02/2025 07:03,User Service Restoration,3 - Medium,"Monitoring Alert: High disk usage, volume /var is at 96%",Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005232112,25/02/2025 11:00,25/02/2025 11:02,User Service Restoration,3 - Medium,Monitoring Alert: prc_HBMonNot = 0 | NOTIFY,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005232114,25/02/2025 11:02,28/02/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: The HBMon_Catcher Process is not running,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005232115,25/02/2025 11:02,28/02/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: The HBMon_Watcher Process is not running,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005232579,25/02/2025 18:41,25/02/2025 18:51,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 02/26/25 00:32:24 - 7,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005233716,26/02/2025 21:31,27/02/2025 20:20,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 02/27/25 01:16:40 - 134,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005233722,26/02/2025 22:38,27/02/2025 01:04,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 02:25:37 - 118211,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005233724,26/02/2025 22:53,27/02/2025 01:01,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 02:40:30 - 118211,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005234152,27/02/2025 21:59,27/02/2025 22:04,User Service Restoration,2 - High,Monitoring Alert: ServerRebooted = 27172,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005234645,28/02/2025 01:50,28/02/2025 02:01,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:Network Adapter Link Down (Slot 0 -  Port 4) has been repaired,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005235281,28/02/2025 14:36,28/02/2025 14:39,User Service Restoration,4 - Low,Monitoring Alert: ServerRebooted = 22,Incident,Feb-25
REFINITIV_Hosting_ServiceDesk,INC000005192636,10/12/2024 04:45,13/03/2025 21:00,User Service Restoration,3 - Medium,RM: Capsule server connectivity issue on trhch5slssd001a // CRQ000000573607,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005223992,11/02/2025 03:44,04/03/2025 20:00,User Service Restoration,3 - Medium,NJ2 - HSBC DACS - high memory usage on s605717nj2sl02 // [#INC-542370]14375301,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005224204,11/02/2025 12:01,16/03/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: High disk usage -  volume D is at 3% free | NOTIFY,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005230210,21/02/2025 17:48,03/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:System Fans Not Redundant (Location System),Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005230914,22/02/2025 21:23,03/03/2025 20:00,User Service Restoration,3 - Medium,Monitoring Alert: HARDWARE Event:Fan Failure (Fan 7 -  Location System) has been repaired,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005231044,22/02/2025 22:11,01/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: esnj2c2slsp06a02 cmaeventd[5562]: Physical drive failed: Port 1I Box 1 Bay 1 of,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005231226,22/02/2025 22:29,03/03/2025 20:00,User Service Restoration,3 - Medium,Monitoring Alert: Heartbeat missing since 02/23/25 04:21:36 - 7,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005231254,23/02/2025 00:35,03/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 02/23/25 06:27:19 - 7,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005231118,23/02/2025 03:51,03/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 02/23/25 04:58:41 - 287,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005231120,23/02/2025 04:01,01/03/2025 02:25,User Service Restoration,2 - High,Monitoring Alert: esnj2p1sldpp04a25 cmaeventd[5367]: Physical drive failed: Port 1I Box 1 Bay 2 of E,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005231136,23/02/2025 08:14,05/03/2025 20:00,User Service Restoration,2 - High,"2 HDD’s ,Fan5 and FAN7 has got failed",Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005231300,23/02/2025 08:26,04/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: esnj2c2slssd04b cmaeventd[5518]: Physical drive failed: Port 1I Box 1 Bay 2 of Emb,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005231323,23/02/2025 12:59,03/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 02/23/25 10:40:52 - 498,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005231164,23/02/2025 13:20,04/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 02/23/25 14:31:02 - 287,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005231335,23/02/2025 17:45,04/03/2025 20:00,User Service Restoration,3 - Medium,Re: SG2: OCBC - s619169sg2sw06 - Uptime alert // [#INC-544644],Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005231718,24/02/2025 06:00,06/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert:HARDWAREEvent:FanFailure(Fan5 - LocationSystem)hasbeenrepaired,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005232459,25/02/2025 04:39,10/03/2025 21:00,User Service Restoration,3 - Medium,Monitoring Alert: MemoryCommitLimitPct = 99,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005232190,25/02/2025 05:32,02/03/2025 05:34,User Service Restoration,2 - High,..MonitoringAlert:Heartbeatmissingsince02/23/2515:14:26-2657,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005232471,25/02/2025 06:02,01/03/2025 22:51,User Service Restoration,3 - Medium,Re: Etrade v1 server s620714nj2sl03 unreachable alert // [#INC-544918],Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005232077,25/02/2025 06:37,06/03/2025 20:00,User Service Restoration,3 - Medium,Monitoring Alert: High disk usage -  volume /data01 is at 93%,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005232199,25/02/2025 08:34,01/03/2025 20:00,User Service Restoration,3 - Medium,Monitoring Alert: esnj2c2slsp06a02 SIA_HC_ERROR: Process: /usr/local/monitor/bin/scheduler : Killed,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005232495,25/02/2025 08:35,09/03/2025 14:37,User Service Restoration,2 - High,Monitoring Alert: System Fans Not Redundant (Location System),Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005232211,25/02/2025 09:45,05/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Fan Failure (Fan 1 -  Location System) has been repaired,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005232223,25/02/2025 11:46,06/03/2025 20:00,User Service Restoration,2 - High,"Monitoring Alert: Fan Failure (Fan 4, Location System) has been repaired",Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005232772,25/02/2025 17:42,01/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/06/24 21:27:06 - 116774,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005232781,25/02/2025 18:34,02/03/2025 20:00,User Service Restoration,3 - Medium,Monitoring Alert: s610199dksl007 kernel: igb 0000:04:00.3: eth5: igb: eth5 NIC Link is Down,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005232567,25/02/2025 18:34,02/03/2025 20:00,User Service Restoration,3 - Medium,Monitoring Alert: s610199dksl005 kernel: igb 0000:04:00.3: eth5: igb: eth5 NIC Link is Down,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005232575,25/02/2025 18:39,01/03/2025 20:00,User Service Restoration,2 - High,"Monitoring Alert: HARDWARE Event:Network Adapter Link Down (Slot 0, Port 4) has been repaired",Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005232356,25/02/2025 19:49,02/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: eslo1p1sldpp04b26 kernel: sfc 0000:d8:00.0 etn2: link down,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005232385,25/02/2025 21:08,02/03/2025 20:00,User Service Restoration,3 - Medium,Monitoring Alert: s610199dksl006 kernel: igb 0000:04:00.3: eth5: igb: eth5 NIC Link is Down,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005232658,25/02/2025 21:08,02/03/2025 20:00,User Service Restoration,3 - Medium,Monitoring Alert: s610199dksl008 kernel: igb 0000:04:00.3: eth5: igb: eth5 NIC Link is Down,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005232386,25/02/2025 21:12,01/03/2025 20:00,User Service Restoration,2 - High,"Monitoring Alert: HARDWARE Event:Network Adapter Link Down (Slot 0, Port 4) has been repaired",Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005232662,25/02/2025 21:31,01/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 01:18:33 - 116771,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005232392,25/02/2025 21:32,01/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 01:20:57 - 116770,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005232832,25/02/2025 22:38,01/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 02:25:37 - 116771,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005232675,25/02/2025 22:55,01/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 02:44:35 - 116770,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005232840,25/02/2025 23:49,01/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 03:33:55 - 116774,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005232709,26/02/2025 01:06,05/03/2025 20:00,User Service Restoration,3 - Medium,RM: Unable to access two servers \\ CRQ000000581104,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005233038,26/02/2025 02:46,01/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 06:34:29 - 116770,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005233436,26/02/2025 17:33,04/03/2025 20:00,User Service Restoration,3 - Medium,Monitoring Alert: esnj2c2slsp08a02 cmaeventd[4703]: Physical drive failed: Port 1I Box 1 Bay 1 of,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005233188,26/02/2025 17:43,02/03/2025 20:00,User Service Restoration,4 - Low,Monitoring Alert: Heartbeat missing since 12/06/24 21:27:44 - 118214,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005233189,26/02/2025 17:43,02/03/2025 20:00,User Service Restoration,4 - Low,Monitoring Alert: Heartbeat missing since 12/06/24 21:27:44 - 118214,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005233437,26/02/2025 17:43,02/03/2025 20:00,User Service Restoration,4 - Low,Monitoring Alert: Heartbeat missing since 12/06/24 21:27:09 - 118215,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005233207,26/02/2025 19:02,02/03/2025 20:00,User Service Restoration,2 - High,"Monitoring Alert: HARDWARE Event:Network Adapter Link Down (Slot 0, Port 4) has been repaired",Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005233457,26/02/2025 20:41,02/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 00:27:29 - 118213,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005233705,26/02/2025 20:41,02/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 00:25:57 - 118215,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005233242,26/02/2025 21:31,02/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 01:18:33 - 118211,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005233717,26/02/2025 21:33,02/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 01:20:57 - 118211,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005233466,26/02/2025 22:47,02/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 02:34:36 - 118211,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005233870,27/02/2025 03:54,02/03/2025 20:01,User Service Restoration,2 - High,Monitoring Alert: ServerRebooted = 12532,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005233927,27/02/2025 03:54,02/03/2025 20:01,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:POST Error: 1611-Fan 5 Warning,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005233873,27/02/2025 03:55,03/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:Network Adapter Link Down (Slot 1 -  Port 2) has been repaired,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005233929,27/02/2025 03:55,03/03/2025 20:00,User Service Restoration,3 - Medium,Monitoring Alert: prc_scheduler = 0,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005233876,27/02/2025 03:57,02/03/2025 20:01,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:POST Error: Fan Solution Not Fully Redundant,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005234333,27/02/2025 11:31,02/03/2025 20:01,User Service Restoration,3 - Medium,High /var usage on esny4c3slsp06b02 // [#INC-545584,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005234146,27/02/2025 21:23,03/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 01:11:36 - 119651,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005234430,27/02/2025 22:04,03/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:POST Error: 307-Fan Failure Detected - Fan 5 Failed. Action: Replac,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005234156,27/02/2025 22:29,03/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 02:17:38 - 119650,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005234158,27/02/2025 22:42,03/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: ServerRebooted = 13673,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005234159,27/02/2025 22:46,03/03/2025 20:00,User Service Restoration,4 - Low,Monitoring Alert: esnj2c2slssd04b SIA_HC_ERROR: Process: /usr/local/monitor/bin/scheduler : Process,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005234438,27/02/2025 22:57,03/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 02:44:35 - 119651,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005234594,27/02/2025 23:19,03/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 03:03:59 - 119653,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005234463,27/02/2025 23:50,03/03/2025 20:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 03:33:55 - 119655,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005234887,28/02/2025 04:49,07/03/2025 20:01,User Service Restoration,3 - Medium,Monitoring Alert: High disk usage -  volume D is at 5% free,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005234681,28/02/2025 05:22,03/03/2025 20:01,User Service Restoration,3 - Medium,RTMDS - /var high usage NY4 // [#INC-545739],Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005235009,28/02/2025 17:11,03/03/2025 20:01,User Service Restoration,4 - Low,Monitoring Alert: s605717nj2sl02 SIA_HC_ERROR: Process: /usr/local/monitor/bin/scheduler : Killed |,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005235295,28/02/2025 17:11,03/03/2025 20:01,User Service Restoration,3 - Medium,Monitoring Alert: trhnj2sldp101b11 SIA_HC_ERROR: Process: /usr/local/monitor/bin/scheduler : Process,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005235296,28/02/2025 17:11,03/03/2025 20:01,User Service Restoration,3 - Medium,Monitoring Alert: tresnj2c1slssd01b SIA_HC_ERROR: Process: /usr/local/monitor/bin/scheduler : Proces,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005235297,28/02/2025 17:12,03/03/2025 20:01,User Service Restoration,4 - Low,Monitoring Alert: esnj2p1sldp05b20 SIA_HC_ERROR: Process: /usr/local/monitor/bin/scheduler : Process,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005234776,28/02/2025 17:12,03/03/2025 20:01,User Service Restoration,4 - Low,Monitoring Alert: s637102nj2sl002 SIA_HC_ERROR: Process: /usr/local/monitor/bin/scheduler : Process,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005234777,28/02/2025 17:13,03/03/2025 20:01,User Service Restoration,4 - Low,Monitoring Alert: esnj2c2slsp06b02 SIA_HC_ERROR: Process: /usr/local/monitor/bin/scheduler : Process,Incident,Mar-25
