timestamp,cpu_percent,cpu_frequency,memory_percent,memory_available_gb,disk_read_mb,disk_write_mb,network_sent_mb,network_recv_mb,,
28:08.0,0,1700,77,3.59,0.59,2.77,0.03,0.01,,
28:08.0,0,1700,77,3.59,0.59,2.77,0.03,0.01,,
28:10.3,4.1,1700,76.5,3.67,0.12,0,0.12,0.01,,
28:10.3,4.1,1700,76.5,3.67,0.12,0,0.12,0.01,,
28:12.6,4.8,1700,76.3,3.7,0.41,1.09,0.01,0.01,,
28:12.6,4.8,1700,76.3,3.7,0.41,1.09,0.01,0.01,,
28:14.9,8.3,1700,76.3,3.71,0.29,0.8,0,0,,
28:14.9,8.3,1700,76.3,3.71,0.29,0.8,0,0,,
28:17.1,8.2,1700,76.3,3.71,0.12,1.01,0,0,,
28:17.1,8.2,1700,76.3,3.71,0.12,1.01,0,0,,
28:19.3,4.1,1700,76.1,3.74,0.16,0.34,0,0,,
28:19.3,4.1,1700,76.1,3.74,0.16,0.34,0,0,,
28:21.6,18.1,1700,75.9,3.77,0.09,2.5,0,0,,
28:21.6,18.1,1700,75.9,3.77,0.09,2.5,0,0,,
28:23.8,4.3,1700,75.7,3.8,20.48,0,0,0,,
28:23.8,4.3,1700,75.7,3.8,20.48,0,0,0,,
28:23.8,4.3,1700,75.7,3.8,20.48,0,0,0,,
28:26.1,0,1700,75.6,3.82,3.83,0.98,0,0,,
28:26.1,0,1700,75.6,3.82,3.83,0.98,0,0,,
28:28.4,2.9,1700,75.8,3.79,0.08,0,0,0,,
28:28.4,2.9,1700,75.8,3.79,0.08,0,0,0,,
28:30.6,15,1700,75.6,3.81,0.18,0,0.01,0.01,,
28:30.6,15,1700,75.6,3.81,0.18,0,0.01,0.01,,
28:32.9,1.4,1700,75.9,3.77,0.23,0.57,0,0,,
28:32.9,1.4,1700,75.9,3.77,0.23,0.57,0,0,,
28:35.1,1.5,1700,75.9,3.77,0.21,0.33,0,0,,
28:35.1,1.5,1700,75.9,3.77,0.21,0.33,0,0,,
28:37.3,9.4,1700,75.8,3.78,0.59,1.66,0,0,,
28:37.3,9.4,1700,75.8,3.78,0.59,1.66,0,0,,
28:39.5,5.7,1700,75.7,3.81,0.07,0.27,0,0,,
28:39.5,5.7,1700,75.7,3.81,0.07,0.27,0,0,,
28:41.7,6.6,1700,75.6,3.82,0.07,0,0,0,,
28:41.7,6.6,1700,75.6,3.82,0.07,0,0,0,,
28:44.0,0,1700,75.6,3.82,0.05,0.01,0,0,,
28:44.0,0,1700,75.6,3.82,0.05,0.01,0,0,,
28:46.2,2.7,1700,75.5,3.83,0.23,0.46,0,0,,
28:46.2,2.7,1700,75.5,3.83,0.23,0.46,0,0,,
28:46.2,2.7,1700,75.5,3.83,0.23,0.46,0,0,,
28:48.5,9.6,1700,75.5,3.84,0.11,0,0,0,,
28:48.5,9.6,1700,75.5,3.84,0.11,0,0,0,,
28:50.7,0,1700,75.4,3.84,0.33,0.73,0,0,,
28:50.7,0,1700,75.4,3.84,0.33,0.73,0,0,,
28:52.9,0,1700,75.4,3.86,0.13,0,0,0,,
28:52.9,0,1700,75.4,3.86,0.13,0,0,0,,
28:55.2,2.5,1700,75.3,3.86,0.09,0,0,0,,
28:55.2,2.5,1700,75.3,3.86,0.09,0,0,0,,
28:57.4,2.6,1700,75.3,3.86,0.42,0.8,0,0,,
28:57.4,2.6,1700,75.3,3.86,0.42,0.8,0,0,,
28:59.6,5,1700,75.6,3.82,0.23,0,0,0,,
28:59.6,5,1700,75.6,3.82,0.23,0,0,0,,
29:01.9,0,1700,75.6,3.82,0.2,0,0,0,,
08:11.2,16,1700,83,2.66,1.22,0.12,0.03,0.02,,
08:13.4,60.6,1700,83,2.66,3.42,0.6,0.04,0.02,,
08:15.6,56.4,1700,83.3,2.61,1.92,1.58,0.08,0.27,,
08:17.9,44.2,1700,83.4,2.6,1.03,0.68,0.04,0.01,,
08:20.2,32.9,1700,83.5,2.58,18.36,1.61,0.17,0.01,,
08:22.5,9.7,1700,83.4,2.59,12.45,0,0.19,0.02,,
08:24.8,13.7,1700,83.4,2.6,0.12,0.19,0.11,0,,
08:27.1,16.7,1700,83.3,2.61,0.35,0.3,0.02,0.01,,
08:29.4,6.9,1700,83.3,2.62,0.16,0,0.09,0,,
08:31.7,18.1,1700,83.3,2.61,0.3,0.11,0.01,0.01,,
08:33.9,15.7,1700,83.3,2.61,4.4,7.51,0.23,0,,
08:36.2,14.6,1700,84.6,2.4,0.83,0,0.1,0.01,,
08:38.5,35.5,1700,84.4,2.43,17.47,0.17,0.2,0.01,,
08:40.8,20.2,1700,84.6,2.41,7.66,0.3,0.08,0.01,,
08:43.0,10.1,1700,84.8,2.38,0.16,0,0.03,0.05,,
08:45.3,2.8,1700,84.7,2.4,5.12,0.48,0.07,0.09,,
08:47.5,1.4,1700,84.9,2.36,5.96,2.52,0.34,1.72,,
08:49.8,75,1700,85.7,2.23,292.37,1.77,0.08,0.03,,
08:52.2,54.4,1700,86.5,2.12,48.34,0.01,0.07,0.02,,
08:54.5,65.8,1700,87,2.04,11.29,19.98,0.06,0.04,,
08:56.8,51.8,1700,88.3,1.82,6.54,2.38,0.45,0.05,,
08:59.1,45.9,1700,89.3,1.68,5.38,172.27,0.06,0.02,,
09:01.4,66.2,1700,88.9,1.74,69.59,121.55,0.01,0.01,,
09:03.9,83.8,1700,91.1,1.39,53.1,110.3,0.2,0.03,,
09:06.3,72.2,1700,92.9,1.11,65.72,38.04,0.31,0.01,,
09:08.4,4.8,1700,93,1.1,79.11,85.64,0.07,0.01,,
09:08.4,4.8,1700,93,1.1,79.11,85.64,0.07,0.01,,
09:10.7,36.1,1700,93,1.1,6.59,0.58,0.08,0.02,,
09:10.7,36.1,1700,93,1.1,6.59,0.58,0.08,0.02,,
09:13.0,12.2,1700,92.8,1.12,2.01,5.37,0.02,0.02,,
09:13.0,12.2,1700,92.8,1.12,2.01,5.37,0.02,0.02,,
09:15.2,14.3,1700,92.9,1.11,7.15,1,0.09,0.14,,
09:15.2,14.3,1700,92.9,1.11,7.15,1,0.09,0.14,,
09:17.4,29.8,1700,92.9,1.11,6.92,0.74,0.03,0.02,,
09:17.4,29.8,1700,92.9,1.11,6.92,0.74,0.03,0.02,,
09:19.6,16.9,1700,95.4,0.72,141.52,0.25,0.28,0.02,,
09:19.6,16.9,1700,95.4,0.72,141.52,0.25,0.28,0.02,,
09:21.8,4.9,1700,96.6,0.54,19.55,0,0.04,0.06,,
09:21.8,4.9,1700,96.6,0.54,19.55,0,0.04,0.06,,
09:24.0,10.5,1700,97,0.48,3.05,1.29,1.39,0.03,,
09:24.0,10.5,1700,97,0.48,3.05,1.29,1.39,0.03,,
09:26.2,11.8,1700,97.2,0.44,1.25,0,0.28,0.12,,
09:26.2,11.8,1700,97.2,0.44,1.25,0,0.28,0.12,,
09:28.4,11.8,1700,97.1,0.46,12.07,1.7,0.45,0.05,,
09:28.4,11.8,1700,97.1,0.46,12.07,1.7,0.45,0.05,,
09:30.5,8.8,1700,96.6,0.52,1.43,0,0.43,0.02,,
09:30.5,8.8,1700,96.6,0.52,1.43,0,0.43,0.02,,
09:30.5,8.8,1700,96.6,0.52,1.43,0,0.43,0.02,,
09:32.7,7.3,1700,96.3,0.58,2.31,3.24,0.25,0.04,,
09:32.7,7.3,1700,96.3,0.58,2.31,3.24,0.25,0.04,,
09:34.9,3.6,1700,96.5,0.55,2.8,12.42,0.02,0.01,,
09:34.9,3.6,1700,96.5,0.55,2.8,12.42,0.02,0.01,,
09:37.1,8.3,1700,96.5,0.55,3.29,0,0.01,0.01,,
09:37.1,8.3,1700,96.5,0.55,3.29,0,0.01,0.01,,
09:39.2,8,1700,96.3,0.58,0.74,0.96,0.01,0,,
09:39.2,8,1700,96.3,0.58,0.74,0.96,0.01,0,,
09:41.4,10.1,1700,96.4,0.56,2.6,0,0.07,0.02,,
09:41.4,10.1,1700,96.4,0.56,2.6,0,0.07,0.02,,
09:43.6,23.7,1700,96.3,0.58,1.15,0.01,0.06,0.01,,
09:43.6,23.7,1700,96.3,0.58,1.15,0.01,0.06,0.01,,
09:45.8,16,1700,96.5,0.55,5.19,0.62,0.03,0.02,,
09:45.8,16,1700,96.5,0.55,5.19,0.62,0.03,0.02,,
09:48.0,10,1700,96.1,0.62,2.49,0,0.02,0.01,,
09:48.0,10,1700,96.1,0.62,2.49,0,0.02,0.01,,
09:50.3,7.1,1700,96.1,0.61,0.89,0.56,0.09,0.01,,
09:50.3,7.1,1700,96.1,0.61,0.89,0.56,0.09,0.01,,
09:52.7,14.3,1700,95.9,0.64,0.65,0.38,0.04,0.02,,
09:52.7,14.3,1700,95.9,0.64,0.65,0.38,0.04,0.02,,
09:55.0,27.1,1700,95.9,0.65,2.23,4.52,0.17,0.01,,
09:55.0,27.1,1700,95.9,0.65,2.23,4.52,0.17,0.01,,
09:55.0,27.1,1700,95.9,0.65,2.23,4.52,0.17,0.01,,
09:57.3,19,1700,95.8,0.66,2,0,0.08,0.03,,
09:57.3,19,1700,95.8,0.66,2,0,0.08,0.03,,
09:59.6,24.1,1700,95.8,0.66,0.8,6.84,0.93,0.02,,
09:59.6,24.1,1700,95.8,0.66,0.8,6.84,0.93,0.02,,
10:01.9,49.3,1700,95.5,0.7,6.47,0.9,0.05,0.02,,
10:01.9,49.3,1700,95.5,0.7,6.47,0.9,0.05,0.02,,
10:04.1,25.3,1700,95.6,0.69,1.92,0.21,0.05,0.02,,
10:04.1,25.3,1700,95.6,0.69,1.92,0.21,0.05,0.02,,
10:06.3,12.5,1700,95.4,0.71,0.78,0.48,0.03,0.03,,
10:06.3,12.5,1700,95.4,0.71,0.78,0.48,0.03,0.03,,
10:08.5,4.2,1700,95.4,0.73,0.39,0.34,0.04,0,,
10:08.5,4.2,1700,95.4,0.73,0.39,0.34,0.04,0,,
10:10.6,5.4,1700,95.1,0.76,0.6,0.61,0.07,0.01,,
10:10.6,5.4,1700,95.1,0.76,0.6,0.61,0.07,0.01,,
10:12.9,24.1,1700,95.1,0.77,4.85,0,0.13,0.01,,
10:12.9,24.1,1700,95.1,0.77,4.85,0,0.13,0.01,,
10:15.0,25.3,1700,95.5,0.71,5.66,0,0.09,0.01,,
10:15.0,25.3,1700,95.5,0.71,5.66,0,0.09,0.01,,
10:17.2,1.4,1700,95.5,0.71,2.28,0.2,0.23,0.02,,
10:17.2,1.4,1700,95.5,0.71,2.28,0.2,0.23,0.02,,
10:17.2,1.4,1700,95.5,0.71,2.28,0.2,0.23,0.02,,
10:19.4,7.9,1700,95.5,0.71,5.19,0,0.18,0,,
10:19.4,7.9,1700,95.5,0.71,5.19,0,0.18,0,,
10:21.5,6.6,1700,95.4,0.72,2.24,0.27,0.08,0.01,,
10:21.5,6.6,1700,95.4,0.72,2.24,0.27,0.08,0.01,,
10:23.7,6.8,1700,95.5,0.71,2.94,1.3,0.48,0.01,,
10:23.7,6.8,1700,95.5,0.71,2.94,1.3,0.48,0.01,,
10:25.9,62.2,1700,96.1,0.61,1.57,0.02,0.17,0.01,,
10:25.9,62.2,1700,96.1,0.61,1.57,0.02,0.17,0.01,,
10:28.1,30.1,1700,96.3,0.58,0.77,0.91,0.12,0.09,,
10:28.1,30.1,1700,96.3,0.58,0.77,0.91,0.12,0.09,,
10:30.3,18.1,1700,96.2,0.59,1.09,0,0.19,0,,
10:30.3,18.1,1700,96.2,0.59,1.09,0,0.19,0,,
10:32.6,65,1700,96.1,0.6,3.17,2.12,0.03,0.01,,
10:32.6,65,1700,96.1,0.6,3.17,2.12,0.03,0.01,,
10:34.8,4.8,1700,96.7,0.52,18.23,2.5,0.11,0.01,,
10:34.8,4.8,1700,96.7,0.52,18.23,2.5,0.11,0.01,,
10:37.1,24.7,1700,97.1,0.45,7.31,3.97,0.21,0.02,,
10:37.1,24.7,1700,97.1,0.45,7.31,3.97,0.21,0.02,,
10:39.4,42.7,1700,97.4,0.4,4.83,6.06,0.02,0.01,,
10:39.4,42.7,1700,97.4,0.4,4.83,6.06,0.02,0.01,,
10:41.7,2.9,1700,97.1,0.45,4.58,0,0.02,0.01,,
10:41.7,2.9,1700,97.1,0.45,4.58,0,0.02,0.01,,
10:41.7,2.9,1700,97.1,0.45,4.58,0,0.02,0.01,,
10:43.9,37.5,1700,97.2,0.44,4.28,0.29,0.02,0.02,,
10:43.9,37.5,1700,97.2,0.44,4.28,0.29,0.02,0.02,,
10:46.1,12.2,1700,97.6,0.38,5.91,0.46,0.05,0.01,,
10:46.1,12.2,1700,97.6,0.38,5.91,0.46,0.05,0.01,,
10:48.3,16,1700,97.2,0.44,1.18,0.91,0.13,0.01,,
10:48.3,16,1700,97.2,0.44,1.18,0.91,0.13,0.01,,
10:50.5,32.5,1700,97.2,0.45,24.63,0,0.12,0.1,,
10:50.5,32.5,1700,97.2,0.45,24.63,0,0.12,0.1,,
10:52.7,15.7,1700,97,0.46,2.17,0.94,0.16,0.01,,
10:52.7,15.7,1700,97,0.46,2.17,0.94,0.16,0.01,,
10:54.9,19.4,1700,97,0.47,6.54,0,0.03,0,,
10:54.9,19.4,1700,97,0.47,6.54,0,0.03,0,,
10:57.1,83.1,1700,97.1,0.46,9.33,15.95,0.28,0.01,,
10:57.1,83.1,1700,97.1,0.46,9.33,15.95,0.28,0.01,,
10:59.3,15.5,1700,97.2,0.43,1.41,0.2,0.09,0.01,,
10:59.3,15.5,1700,97.2,0.43,1.41,0.2,0.09,0.01,,
11:01.4,24,1700,97.3,0.42,0.78,0,0.19,0,,
11:01.4,24,1700,97.3,0.42,0.78,0,0.19,0,,
11:03.7,23,1700,97.2,0.44,1.8,1.23,0.01,0,,
11:03.7,23,1700,97.2,0.44,1.8,1.23,0.01,0,,
11:05.9,21,1700,97.3,0.42,2.59,0.6,0.01,0,,
11:05.9,21,1700,97.3,0.42,2.59,0.6,0.01,0,,
11:05.9,21,1700,97.3,0.42,2.59,0.6,0.01,0,,
11:08.2,9,1700,97.1,0.45,0.83,0,0.18,0,,
11:08.2,9,1700,97.1,0.45,0.83,0,0.18,0,,
11:10.5,19.4,1700,97,0.47,502.61,0.91,0.23,0.01,,
11:10.5,19.4,1700,97,0.47,502.61,0.91,0.23,0.01,,
11:12.8,32.9,1700,97.9,0.33,7.68,1.16,0.03,0.01,,
11:12.8,32.9,1700,97.9,0.33,7.68,1.16,0.03,0.01,,
11:15.0,20.5,1700,96.9,0.49,7.63,0.05,0.14,0.01,,
11:15.0,20.5,1700,96.9,0.49,7.63,0.05,0.14,0.01,,
11:17.3,25.5,1700,96.7,0.51,4.96,0.48,0.05,0.02,,
11:17.3,25.5,1700,96.7,0.51,4.96,0.48,0.05,0.02,,
11:19.6,15,1700,97.1,0.46,11.78,0.05,0.09,0.06,,
11:19.6,15,1700,97.1,0.46,11.78,0.05,0.09,0.06,,
11:21.9,5.4,1700,96.7,0.51,4.9,0.86,0.1,0.01,,
11:21.9,5.4,1700,96.7,0.51,4.9,0.86,0.1,0.01,,
11:24.1,11.4,1700,97.1,0.46,2.02,1.33,0.27,0.01,,
11:24.1,11.4,1700,97.1,0.46,2.02,1.33,0.27,0.01,,
11:24.1,11.4,1700,97.1,0.46,2.02,1.33,0.27,0.01,,
11:26.3,36.7,1700,96.9,0.48,1.59,0,0.11,0.01,,
11:28.5,6.2,1700,96.7,0.52,0.51,0.07,0.04,0.01,,
11:28.5,6.2,1700,96.7,0.52,0.51,0.07,0.04,0.01,,
11:30.7,3.8,1700,96.7,0.52,0.09,1.23,0.22,0.01,,
11:30.7,3.8,1700,96.7,0.52,0.09,1.23,0.22,0.01,,
11:33.1,22.7,1700,96.7,0.52,0.35,0.12,0.23,0.02,,
11:33.1,22.7,1700,96.7,0.52,0.35,0.12,0.23,0.02,,
11:35.4,22.5,1700,96.9,0.48,0.37,0.07,0.19,0.02,,
11:35.4,22.5,1700,96.9,0.48,0.37,0.07,0.19,0.02,,
11:37.8,5.6,1700,96.7,0.52,1.03,0.8,0.86,0.03,,
11:37.8,5.6,1700,96.7,0.52,1.03,0.8,0.86,0.03,,
11:40.0,3.8,1700,96.9,0.49,6.17,0,0.05,0.01,,
54:47.5,19.5,1700,88.2,1.85,42.68,0.99,0.05,0.02,,
54:49.7,59,1700,88.1,1.86,4.24,1.32,0.03,0.02,,
54:51.9,29.7,1700,88,1.88,4.22,0.68,0.02,0.01,,
54:54.1,12,1700,88,1.88,65.18,0,0.13,0.01,,
54:56.3,22.6,1700,88.3,1.83,0.94,0,0.07,0.01,,
54:58.5,24.3,1700,88.1,1.86,6,0.58,0.08,0.01,,
55:00.7,11.8,1700,84.9,2.36,2.98,0,0.07,0.01,,
55:02.9,7.1,1700,85.2,2.32,5.46,0.09,0.08,0,,
55:05.0,18.1,1700,84.9,2.37,0.68,0.6,0.07,0.01,,
55:07.2,20.3,1700,84.9,2.36,1.3,0.01,0.07,0,,
55:09.4,14.5,1700,84.7,2.4,0.61,0.43,0.08,0,,
55:11.6,8,1700,84.7,2.39,3.02,0,0.06,0.01,,
55:13.8,5.5,1700,84.7,2.39,0.71,0.02,0.15,0.07,,
55:16.0,24.7,1700,84.8,2.38,2.1,0.88,0.18,0.08,,
55:18.2,27.9,1700,85,2.35,0.71,0.53,0.24,0.17,,
55:20.4,20.2,1700,85.5,2.27,0.91,0.8,0.16,0.01,,
55:22.6,14.9,1700,85.9,2.2,4.12,0,0.05,0.09,,
55:24.9,13.7,1700,86,2.2,5.66,2.15,0.04,0.01,,
55:27.2,34.7,1700,86.1,2.18,14.68,1.82,0.2,0.01,,
55:29.4,24.4,1700,85.8,2.23,2.89,0.99,0.15,0.01,,
55:31.8,16,1700,85.7,2.24,1.25,3.3,0.04,0.01,,
55:34.1,34.9,1700,85.6,2.26,3.58,0.87,0,0.01,,
55:36.4,28.4,1700,85.7,2.24,19.52,1.46,0.02,0.01,,
55:38.7,12.3,1700,85.9,2.21,37.31,0,0.03,0,,
55:41.0,17,1700,87.5,1.96,3.64,0.53,0.2,0.02,,
55:43.2,20,1700,87.6,1.95,0.49,0,0.51,0.23,,
55:45.6,15.4,1700,87.6,1.94,0.96,0.09,0.03,0.01,,
55:45.6,15.4,1700,87.6,1.94,0.96,0.09,0.03,0.01,,
55:47.9,62.6,1700,87.6,1.93,16.85,0.67,0.01,0.01,,
55:47.9,62.6,1700,87.6,1.93,16.85,0.67,0.01,0.01,,
55:50.2,67.9,1700,87.7,1.93,32.37,1.67,0.03,0.01,,
55:50.2,67.9,1700,87.7,1.93,32.37,1.67,0.03,0.01,,
55:52.5,10.8,1700,87.7,1.93,1.9,0.3,0.15,0.18,,
55:52.5,10.8,1700,87.7,1.93,1.9,0.3,0.15,0.18,,
55:54.9,43.8,1700,87.7,1.92,12.07,0.32,0.06,0.02,,
55:54.9,43.8,1700,87.7,1.92,12.07,0.32,0.06,0.02,,
55:57.2,11.4,1700,87,2.03,1.56,1.53,0.14,0.16,,
55:57.2,11.4,1700,87,2.03,1.56,1.53,0.14,0.16,,
55:57.2,11.4,1700,87,2.03,1.56,1.53,0.14,0.16,,
55:59.6,18.8,1700,87.1,2.02,0.97,0.67,0.02,0,,
55:59.6,18.8,1700,87.1,2.02,0.97,0.67,0.02,0,,
56:01.8,42.4,1700,87.3,1.99,2.6,0,0.07,0,,
56:01.8,42.4,1700,87.3,1.99,2.6,0,0.07,0,,
56:04.1,42.5,1700,87.4,1.97,1.79,0.86,0.02,0.01,,
56:04.1,42.5,1700,87.4,1.97,1.79,0.86,0.02,0.01,,
56:06.4,26,1700,87.4,1.96,17.31,0.12,0.21,0.17,,
56:06.4,26,1700,87.4,1.96,17.31,0.12,0.21,0.17,,
56:08.9,26.3,1700,87.7,1.92,9.78,0.09,0.39,1.69,,
56:08.9,26.3,1700,87.7,1.92,9.78,0.09,0.39,1.69,,
56:11.6,70,1700,88.7,1.76,39.29,0.34,0.56,0.06,,
56:11.6,70,1700,88.7,1.76,39.29,0.34,0.56,0.06,,
56:11.6,70,1700,88.7,1.76,39.29,0.34,0.56,0.06,,
56:14.8,65.4,1700,89.1,1.7,15.35,0,0.14,0.01,,
56:14.8,65.4,1700,89.1,1.7,15.35,0,0.14,0.01,,
56:17.5,67.9,1700,88.8,1.75,26.88,0.57,0.42,0,,
56:17.5,67.9,1700,88.8,1.75,26.88,0.57,0.42,0,,
56:20.8,83.8,1700,89.9,1.59,15.55,0,0.26,0.01,,
56:20.8,83.8,1700,89.9,1.59,15.55,0,0.26,0.01,,
56:23.2,71.6,1700,90,1.57,11.89,1.76,0.09,0.01,,
56:23.2,71.6,1700,90,1.57,11.89,1.76,0.09,0.01,,
56:25.7,66.2,1700,90.5,1.48,41.07,0,0.24,0.01,,
56:25.7,66.2,1700,90.5,1.48,41.07,0,0.24,0.01,,
56:28.1,52.3,1700,92.2,1.21,39.13,76.73,0.04,0.01,,
56:28.1,52.3,1700,92.2,1.21,39.13,76.73,0.04,0.01,,
56:30.6,46.9,1700,93.5,1.02,25.59,0.11,0.25,0.02,,
56:30.6,46.9,1700,93.5,1.02,25.59,0.11,0.25,0.02,,
56:33.2,85.1,1700,94.6,0.85,24.44,0,0.07,0.01,,
56:33.2,85.1,1700,94.6,0.85,24.44,0,0.07,0.01,,
56:35.8,81.4,1700,96,0.62,54.31,1.36,0.04,0,,
56:35.8,81.4,1700,96,0.62,54.31,1.36,0.04,0,,
56:35.8,81.4,1700,96,0.62,54.31,1.36,0.04,0,,
56:38.2,95.1,1700,98.6,0.21,56.77,15.09,0.23,0,,
56:38.2,95.1,1700,98.6,0.21,56.77,15.09,0.23,0,,
56:41.1,75.7,1700,98,0.32,41.72,0.16,0.05,0.01,,
56:41.1,75.7,1700,98,0.32,41.72,0.16,0.05,0.01,,
56:43.5,75,1700,97.2,0.44,15.29,1.45,0.22,0.01,,
56:43.5,75,1700,97.2,0.44,15.29,1.45,0.22,0.01,,
56:46.0,79.3,1700,96.3,0.58,12.55,0.03,0.06,0,,
56:46.0,79.3,1700,96.3,0.58,12.55,0.03,0.06,0,,
56:48.3,25.6,1700,95.6,0.68,2.44,5.09,0.15,0.01,,
56:48.3,25.6,1700,95.6,0.68,2.44,5.09,0.15,0.01,,
56:50.7,86.4,1700,96.1,0.61,8.38,0.42,0.04,0.01,,
56:50.7,86.4,1700,96.1,0.61,8.38,0.42,0.04,0.01,,
56:53.1,69.1,1700,95.9,0.64,3.86,0.61,0.16,0.02,,
56:53.1,69.1,1700,95.9,0.64,3.86,0.61,0.16,0.02,,
56:55.4,46.1,1700,95.9,0.65,22.12,0.13,0.03,0.01,,
56:55.4,46.1,1700,95.9,0.65,22.12,0.13,0.03,0.01,,
56:57.7,8.1,1700,96.3,0.57,166.98,1.02,0.01,0.01,,
56:57.7,8.1,1700,96.3,0.57,166.98,1.02,0.01,0.01,,
57:00.1,18.8,1700,97.5,0.39,88.87,1.75,0.15,0,,
05061531830388122,,,,,,,,,,
57:00.1,18.8,1700,97.5,0.39,88.87,1.75,0.15,0,,
57:02.4,25,1700,95.7,0.67,2.15,0.3,0.18,0,,
57:02.4,25,1700,95.7,0.67,2.15,0.3,0.18,0,,
57:04.8,30.1,1700,95.9,0.65,2.48,0.91,0.45,0.02,,
57:04.8,30.1,1700,95.9,0.65,2.48,0.91,0.45,0.02,,
57:07.1,49.3,1700,96.2,0.59,2.8,0,0.22,0,,
57:07.1,49.3,1700,96.2,0.59,2.8,0,0.22,0,,
57:09.3,13.7,1700,96.3,0.58,1.01,0.55,0.01,0,,
57:09.3,13.7,1700,96.3,0.58,1.01,0.55,0.01,0,,
57:11.6,40,1700,96.3,0.58,2.7,0,0.02,0.01,,
57:11.6,40,1700,96.3,0.58,2.7,0,0.02,0.01,,
57:13.9,8.2,1700,96.1,0.61,1.17,0,0.03,0.02,,
57:13.9,8.2,1700,96.1,0.61,1.17,0,0.03,0.02,,
57:16.3,10.7,1700,95.8,0.65,1.33,1.06,0.02,0.02,,
57:16.3,10.7,1700,95.8,0.65,1.33,1.06,0.02,0.02,,
57:16.3,10.7,1700,95.8,0.65,1.33,1.06,0.02,0.02,,
57:18.6,12.3,1700,95.8,0.66,0.83,1.72,0.02,0,,
57:18.6,12.3,1700,95.8,0.66,0.83,1.72,0.02,0,,
57:20.9,11.9,1700,95.9,0.65,46.59,0,0.16,0.01,,
57:20.9,11.9,1700,95.9,0.65,46.59,0,0.16,0.01,,
57:23.2,8.9,1700,95.9,0.65,1.11,0.44,0.17,0.01,,
57:23.2,8.9,1700,95.9,0.65,1.11,0.44,0.17,0.01,,
57:25.6,6.7,1700,95.9,0.64,1.03,0,0.03,0,,
57:25.6,6.7,1700,95.9,0.64,1.03,0,0.03,0,,
57:27.9,4.2,1700,95.9,0.64,1.11,0,0.02,0.01,,
57:27.9,4.2,1700,95.9,0.64,1.11,0,0.02,0.01,,
57:30.2,28.9,1700,96.1,0.61,0.86,0.28,0.16,0,,
57:30.2,28.9,1700,96.1,0.61,0.86,0.28,0.16,0,,
57:32.6,18.8,1700,96.3,0.59,6.45,0.62,0.2,0.01,,
57:32.6,18.8,1700,96.3,0.59,6.45,0.62,0.2,0.01,,
57:32.6,18.8,1700,96.3,0.59,6.45,0.62,0.2,0.01,,
57:34.8,11.8,1700,96.6,0.53,0.98,0.66,0.02,0,,
57:34.8,11.8,1700,96.6,0.53,0.98,0.66,0.02,0,,
57:37.1,20.5,1700,96.3,0.58,0.17,0,0.18,0.02,,
57:37.1,20.5,1700,96.3,0.58,0.17,0,0.18,0.02,,
57:39.4,2.4,1700,96.6,0.54,0.18,0.35,0.17,0.01,,
57:39.4,2.4,1700,96.6,0.54,0.18,0.35,0.17,0.01,,
57:41.7,6.2,1700,96.6,0.54,0.04,0,0.25,0.01,,
57:41.7,6.2,1700,96.6,0.54,0.04,0,0.25,0.01,,
57:44.0,2.6,1700,96.3,0.57,1.05,0,0.03,0,,
57:44.0,2.6,1700,96.3,0.57,1.05,0,0.03,0,,
57:46.3,28.6,1700,96.1,0.61,0.09,0.93,0.03,0.01,,
57:46.3,28.6,1700,96.1,0.61,0.09,0.93,0.03,0.01,,
57:48.7,1.4,1700,96.4,0.56,0.12,0.23,0.24,0.01,,
57:48.7,1.4,1700,96.4,0.56,0.12,0.23,0.24,0.01,,
57:51.0,2.8,1700,96.5,0.55,1.09,0,0.03,0.02,,
57:51.0,2.8,1700,96.5,0.55,1.09,0,0.03,0.02,,
57:51.0,2.8,1700,96.5,0.55,1.09,0,0.03,0.02,,
57:53.3,1.4,1700,96.5,0.55,0.18,0.26,0.01,0.01,,
57:53.3,1.4,1700,96.5,0.55,0.18,0.26,0.01,0.01,,
57:55.6,5.3,1700,96.3,0.58,0.34,0.1,0.02,0.04,,
57:55.6,5.3,1700,96.3,0.58,0.34,0.1,0.02,0.04,,
57:57.9,9.8,1700,96.2,0.6,0.83,0,0.02,0,,
57:57.9,9.8,1700,96.2,0.6,0.83,0,0.02,0,,
58:00.3,23.6,1700,96.2,0.59,0.4,0.66,0.11,0.01,,
58:00.3,23.6,1700,96.2,0.59,0.4,0.66,0.11,0.01,,
58:02.6,6.3,1700,96.5,0.55,0.09,0.27,0.01,0,,
58:02.6,6.3,1700,96.5,0.55,0.09,0.27,0.01,0,,
58:04.9,55.3,1700,96.5,0.55,1.27,0,0.01,0,,
58:04.9,55.3,1700,96.5,0.55,1.27,0,0.01,0,,
58:07.1,1.4,1700,96.5,0.55,1.32,0,0.04,0.01,,
58:07.1,1.4,1700,96.5,0.55,1.32,0,0.04,0.01,,
58:09.4,3.8,1700,96.5,0.55,0.03,0.16,0.02,0.01,,
58:09.4,3.8,1700,96.5,0.55,0.03,0.16,0.02,0.01,,
58:11.7,0,1700,96.3,0.58,1.47,0.21,0.02,0.01,,
58:11.7,0,1700,96.3,0.58,1.47,0.21,0.02,0.01,,
